title,price,location,creation_date,link,publisher,details,images,desc,ad_num,date
شقة مفروشة للايجار فى مدينة نصر هاديه وامان للعائلات,250 ج.م,"مدينة نصر, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=10,محمود,"['النوع', 'شقة', 'نوع السعر', 'السعر', 'فيديو', 'غير متوفر', 'السعر', '250', 'المساحة (م٢)', '190', 'غرف نوم', '3', 'الحمامات', '2', 'الطابق', '4', 'مفروش', 'نعم', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/27040042-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/27040043-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/27040044-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/27040045-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/27040046-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/27040047-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/27040048-400x300.jpeg']",['شقة مفروشة للايجار فى مدينة نصر\n\nمكونة من \n\n3 غرف نوم \n\nرسيبشن قطعتين \n\nمطبخ متكامل \n\n2 حمام \n\nبلكونة وتراس\n\nخدمة استقبال من المطار للاخوه العرب\n\nخدمة استقبال 24 ساعه طول اليوم \n\nخصم خاص بمناسبة الصيف \n\nللحجز والاستعلام عبر الجوال او الوتساب \n\n01158800331(002)'],['رقم الإعلان 191241665'],"11-29-2022, 13-42"
للبيع في مدينتي شقة 235م في B8,"5,450,000 ج.م","مدينتي, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=10,شركة دليلك للاستشارات العقارية,"['النوع', 'شقة', 'كمبوند', 'مدينتي', 'السعر', '5,450,000', 'نوع السعر', 'قابل للنقاش', 'مقدم', '5,450,000', 'المساحة (م٢)', '235', 'غرف نوم', '6', 'الحمامات', '3', 'الطابق', 'الأرضى', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43308190-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43308191-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43308192-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43308193-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43308194-400x300.jpeg']",['شقة 236م للبيع في مدينتي \n ارضي + 35م حديقة  \nبجوار خدمات ال B8\n\nتشطيبات حديثة \nفيو جاردن كبيرة وشارع \nموقع مميز جدا  \n\nتتكون من : \nالدور الارضي\n ريسبشن 4 قطع + 2تراس + مطبخ \n 4غرف نوم منهم غرفة ماستربحمام \n       غرفة معيشة + غرفة باثيو \n حمام رئيسي  + حمام ضيوف \n السعر لقطة  ومتبقي اقساط\n بسيطه علي 4 سنوات \n2026 للشركه \nالتنازل مجانا \nالمفتاح موجود للمعاينة \n01115132220\nللتواصل والمعاينة  hozaifa_shokr01016319888'],['رقم الإعلان 194439161'],"11-29-2022, 13-42"
مبنى كامل تجاري / اداري,"60,000,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=10,Cairo Brokers real estate,"['النوع', 'مبنى تجارى كامل', 'السعر', '60,000,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '1,200', 'طريقة الدفع', 'كاش أو تقسيط', 'تاريخ التسليم', '2023', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']",['https://images.olx.com.eg/thumbnails/44423044-400x300.jpeg'],['للبيع كاش او تسهيلات ترخيص تجاري \nمبنى كامل بدروم وارضي واول وثاني وروف\nمساحه الارض ١٠٠٠متر \nمساحه المباني ١٢٠٠م\nموقع متميز بالقطاع الإداري والتجاري بشارع التسعين الرئيسي بالقاهرة الجديدة التجمع الخامس'],['رقم الإعلان 194659958'],"11-29-2022, 13-42"
private palace for sell in oraby,"85,000,000 ج.م","العبور, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=12,90 Real estate,"['النوع', 'فيلا منفصلة', 'السعر', '85,000,000', 'نوع السعر', 'السعر', 'مقدم', '85,000,000', 'المساحة (م٢)', '5,117', 'غرف نوم', '10+', 'الحمامات', '10', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']",['https://images.olx.com.eg/thumbnails/44422487-400x300.jpeg'],['private palace for sell in oraby'],['رقم الإعلان 194659842'],"11-29-2022, 13-42"
مقر اداري مول بيزنس بلس أمام مكسيم ش ال٩٠ الشمالي,"50,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=12,نيو كايرو للتسويق العقاري,"['النوع', 'مكتب', 'السعر', '50,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '100', 'مفروش', 'لا', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44422545-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44422546-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44422547-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44422548-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44422549-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44422550-400x300.jpeg']",['مكتب إيجار اداري \nمول بيزنس بلس \nش ٩٠ الشمالي \nامان ول و كمبوند مكسيم مباشرة \nمساحة 100m2 \n٢حمام\n مطبخ \nتشطيب سوبر لوكس \nمكيف \nوحدتين جراج \nنشطيب سوبر لوكس'],['رقم الإعلان 194659854'],"11-29-2022, 13-42"
شقه للبيع بالدفاع الوطني 175م نص تشطيب,"1,650,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=12,Investory,"['النوع', 'شقة', 'السعر', '1,650,000', 'نوع السعر', 'قابل للنقاش', 'المساحة (م٢)', '175', 'غرف نوم', '3', 'الحمامات', '2', 'الطابق', '2', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']",['https://images.olx.com.eg/thumbnails/44422488-400x300.jpeg'],['شقه للبيع فيلات الدفاع الوطني 175م\nنص تشطيب دور تاني بلكونه\n\n3غرفه 3ريسبشن مطبخ 2حمام\n\nمطلوب 1.650. 000 كاش'],['رقم الإعلان 194659843'],"11-29-2022, 13-42"
امتلك شقتك فى بيت الوطن خطوات من  النادي الاهلى بالتجمع الخامس,"1,722,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=12,العروبة للتطوير العقارى,"['النوع', 'شقة', 'كمبوند', 'بيت الوطن', 'السعر', '1,722,000', 'نوع السعر', 'قابل للنقاش', 'مقدم', '250,000', 'المساحة (م٢)', '210', 'غرف نوم', '3', 'الحمامات', '2', 'الطابق', '2', 'مفروش', 'لا', 'طريقة الدفع', 'كاش أو تقسيط', 'تاريخ التسليم', '2025', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44422557-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44422558-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44422559-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44422560-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44422561-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44422562-400x300.jpeg']",['امتلك شقتك في بيت الوطن  التجمع الخامس 210 م متكرر بأفضل تقسيم داخلى واستفادة من كل متر\n4 غرف (غرفة ماستر بحمام خاص ودريسنج )  \n3 حمام \nمطبخ \nريسبشن 3 قطع حرف L  \nتراس \nشقتك هتكون في أميز أحياء بيت الوطن ( الحى الرابع )امام النادي الاهلى بالتجمع الخامس\n بالقرب من شارع التسعين الرئيسي وطريق السويس \nخطوات من شارع النوادى ( النادى الاهلى - نادى الشرطة - نادى الجزيرة )\n- دقائق من منطقة الخدمات \n\nقسط على 60 شهر بدون فوائد من المالك مباشرة الـعروبة للتـطوير العقــاري وبأفضل سعر للمتر8200 ج'],['رقم الإعلان 194659858'],"11-29-2022, 13-42"
شقة مفروشة بالكامل للايجار في كمبوند ذا فيلدج,"20,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=11,Up City For Real Estate,"['النوع', 'شقة', 'نوع السعر', 'السعر', 'فيديو', 'غير متوفر', 'السعر', '20,000', 'مقدم', '20,000', 'المساحة (م٢)', '146', 'غرف نوم', '2', 'الحمامات', '2', 'الطابق', '2', 'مفروش', 'نعم', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43005000-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43005001-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43005002-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43005003-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43005004-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43005005-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43005006-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43005007-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43005008-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43005009-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43005010-400x300.jpeg']","['شقة للايجار في كمبوند ذا فيلدج\n\n2 غرف نوم\n\n2 حمام\n\n146 متر\n\nمطبخ\n\nتكييفات\n\nمفروشة بالكامل\n\nالطابق الثاني\n\nالسعر : 20,000 شهريا\n\nApartment for rent at the village\n\n2 bedrooms\n2 bathrooms\n\n146 m\n\nKitchen\n\nAC\n\nFully furnished\n\nSecond floor\n\nPrice : 20,000 Monthly']",['رقم الإعلان 194378717'],"11-29-2022, 13-42"
فرصه للبيع شقه ٢٥٠ متر ترى مكرم عبيد مرجع ٠٠٢٠٩,"3,300,000 ج.م","مدينة نصر, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=11,مكتب العقاد جروب,"['النوع', 'شقة', 'السعر', '3,300,000', 'نوع السعر', 'قابل للنقاش', 'المساحة (م٢)', '250', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', '5', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43006443-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006444-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006445-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006446-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006447-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006448-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006449-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006450-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006451-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006452-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006453-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006454-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006455-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006456-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006457-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006458-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006459-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006460-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43006461-400x300.jpeg']",['فرصه للبيع شقه ٢٥٠ متر\nعلى شارع  إتجاهين بحرية\nنصية  شارع إتجاهين\nترى مكرم عبيد وحديقة الطفل\nبالمربع الذهبي  مدينة نصر\n٣  غرفة نوم و ريسبشن ٣\nو ليفنج روم و مطبخ و ٣حمام\nتشطيب سوبر ديلوكس دور خامس\n خطوه خطوه من سيتى سنتر\nوخطوات من سيتى ستارز\n وطريق النصر و عباس العقاد\n ودقاىق معدوده إلى النادى الأهلى\nو  جنينه مول و مصر الجديده\n و جميع الخدمات العامه موقع رائع جدا\n مطلوب ٣٣٠٠٠٠٠ مسجله شهر عقاري\n للتواصل على ٠١٠٠٠٦٣٧٦٩٠'],['رقم الإعلان 194378985'],"11-29-2022, 13-42"
شقة محارة وحلوق للبيع في فيلدج جاردنز القطامية,"3,075,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=11,Up City For Real Estate,"['النوع', 'شقة', 'السعر', '3,075,000', 'نوع السعر', 'السعر', 'مقدم', '3,075,000', 'المساحة (م٢)', '180', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', '3', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'محارة و حلوق', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43032911-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43032912-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43032913-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43032914-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43032915-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43032916-400x300.jpeg']","['Apartment for sale in village gardens katameya\n\n180m\n\n3 bedrooms\n3 bathrooms\n\nCore and shell\n\n3rd floor\n\nPrice: 3,075,000\n\nUnit code:AE91\n\nشقة للبيع في فيلدج جاردنز القطامية\n\n180 متر\n\n3 غرف نوم\n\n3 حمامات\n\nمحارة وحلوق\n\nالطابق 3\n\nالسعر: 3,075,000\n\nرمز الوحدة: AE91']",['رقم الإعلان 194384161'],"11-29-2022, 13-42"
شقة 160م سوبر لوكس بمصر الجديدة محيط الكلية الحربية   بسعر لقطة,"1,600,000 ج.م","مصر الجديدة, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=13,Mostafa,"['النوع', 'شقة', 'السعر', '1,600,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '160', 'غرف نوم', '3', 'الحمامات', '1', 'الطابق', '5', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44420789-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420790-400x300.jpeg']",['شقة للبيع 160م سوبر لوكس بمصر الجديدة محيط الكلية الحربية  \n\nتشطيب سوبر لوكس\n\nتقسيم الشقة\n3 غرف نوم \nريسيبشن \nحمام \nمطبخ \nالدور الخامس \nاسانسير\nالعماره 8 ادوار \n\n ملحوظة تم تغيير السيراميك والنجارة ( حلوق وابواب وشبابيك ) من ٦ شهور لا تحتاج لأي مصروفات \nحصة في الارض \n\nكاميرا مراقبة للعمارة \nحارس عقار \nالسعر 1.600. 000\nعمولة الشقة 2.5%'],['رقم الإعلان 194659531'],"11-29-2022, 13-42"
دوبلكس أمام الرحاب فى القرنفل فيلات استلام فورى بالتقسيط على سنتين,"2,612,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=13,Memaar Aziz,"['النوع', 'دوبلكس', 'السعر', '2,612,000', 'نوع السعر', 'السعر', 'مقدم', '1,300,000', 'المساحة (م٢)', '368', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', 'الأرضى', 'مفروش', 'لا', 'طريقة الدفع', 'كاش أو تقسيط', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']",['https://images.olx.com.eg/thumbnails/42659404-400x300.jpeg'],['دوبلكس لقطة استلام فورى بعداد الكهرباء \nومعاه جاردن ١٢٠م ومدخل خاص و ركنة خاصة داخل الجنينة \nبالتقسيط على سنتين'],['رقم الإعلان 194314135'],"11-29-2022, 13-42"
شقة للبيع في البوسكو سيتي بأقل مقدم واقساط تصل الى 9 سنين ilbosco city,"2,600,000 ج.م","مدينة المستقبل, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=13,trademark,"['النوع', 'شقة', 'كمبوند', 'البوسكو سيتي', 'السعر', '2,600,000', 'نوع السعر', 'السعر', 'مقدم', '130,000', 'المساحة (م٢)', '150', 'غرف نوم', '3', 'الحمامات', '2', 'الطابق', '2', 'مفروش', 'لا', 'طريقة الدفع', 'كاش أو تقسيط', 'تاريخ التسليم', '2025', 'شروط التسليم', 'محارة و حلوق', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44420765-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420766-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420767-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420768-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420769-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420770-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44420771-400x300.jpeg']","['شقة للبيع في البوسكو سيتي ( المستقبل )\n. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . \n\nمقسمه الى:- \n ريسيبشن\nمطبخ \n3 غرف نوم \n2 حمام\n. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . \n\nالسعر: 2,600,000\nمقدم %5: 130,000\nو اقساط تصل الى8 سنين\n\nمقدم%10: 260,000\nواقساط تصل الى 9سنين\n\n. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . \n\nايل بوسكو سيتي القاهرة الجديدة هي مدينة متكاملة بالكامل مع مزايا كمبوند في وسط الخدمات التي تحتاجها ولكن دون عيوب العيش في مدينة كبيرة مزدحمة. كل ما نحتاجه في غضون 15 دقيقة. الهدف من المشروع هو توفير مدينة كاملة الخدمات لأصحابها ، مما يسمح بالوصول إلى جميع وسائل الراحة الموجودة حول البلدية العظيمة التي هي القاهرة اليوم حيث تبدأ جودة الحياة بالحصول على جميع الضروريات الخاصة بك في غضون 15 دقيقة. في إل بوسكو سيتي القاهرة الجديدة ، يمكن الوصول إلى احتياجاتك التعليمية والصحية والرياضية والتسوقية والترفيهية سواء سيرًا على الأقدام أو ركوب الدراجات ؛ 15 دقيقة فقط من منزلك. مدينة البوسكو القاهرة الجديدة ، لحياة ذكية!']",['رقم الإعلان 194659525'],"11-29-2022, 13-42"
عماره كامله للبيع في غرب ارابيلا,"17,000,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=13,يقين للتسويق العقارى,"['النوع', 'سكنية', 'السعر', '17,000,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '800', 'طريقة الدفع', 'كاش', 'بيع/إيجار', 'للبيع']","['https://images.olx.com.eg/thumbnails/43485576-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43485577-400x300.jpeg']",['للبيع عماره  كامله ب غرب ارابيلا\nمساحه الارض ٨١٠\tم\nبدروم وارضي واول وثانى وثالث وروف \nمطلوب ١٧\tمليون جنيه\n الدور شقه متشطبه\n اكستر سوبر لوكس \n  اسانسير\nباقي الصور علي الواتس اب \nللتواصل\n٠١٠٢٢٦٤٢٢٧٠'],['رقم الإعلان 194474014'],"11-29-2022, 13-42"
شقه 143م للبيع في مدينتي B6 فيو وايد وايد جاردن صريح,"3,100,000 ج.م","مدينتي, القاهرة",منذ 3 ساعات,https://www.olx.com.eg/properties/cairo/?page=14,MY CITY,"['النوع', 'شقة', 'كمبوند', 'مدينتي', 'السعر', '3,100,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '143', 'غرف نوم', '3', 'الحمامات', '1', 'الطابق', '2', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44419432-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419433-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419434-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419435-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419436-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419437-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419438-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419439-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419440-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419441-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419442-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419443-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419444-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419445-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419446-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419447-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419448-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419449-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419450-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419451-400x300.jpeg']",['شقه 143م للبيع في مدينتي B6\nفيو وايد وايد جاردن صريح \nاتجاه الشقه بحري صريح . \nموقع مميز جدا على بعد خطوات من  الخدمات. \nالشقه تشطيبات خاصه الترا سوبر لوكس . \nالبيع شامل عضويه النادي والمطبخ و 4 التكيفات جديد . \nخالصه كل الالتزامات المالية مع الشركه. \n- ارضيات الشقه بالكامل ( hdf . ). \n- تغير اللمويتال ( upvc )\n- كبائن شور فى الحمام \nتقسيمه داخليه عباره عن. \n3 غرف نوم + 1 حمام + مطبخ بتراس\nرسيبشن قطعتين + تراس كبير\n\nللتواصل / 01007040092\nالمفتاح موجود للمعاينات\nشركه ابو ظبي العقاريه بمدينتي'],['رقم الإعلان 194659275'],"11-29-2022, 13-42"
شقه للايجار في مدينتي اول سكن بي10,"7,000 ج.م","مدينتي, القاهرة",منذ 3 ساعات,https://www.olx.com.eg/properties/cairo/?page=14,Ma Ville Real Estate,"['النوع', 'شقة', 'كمبوند', 'مدينتي', 'نوع السعر', 'السعر', 'فيديو', 'غير متوفر', 'السعر', '7,000', 'مقدم', '7,000', 'المساحة (م٢)', '140', 'غرف نوم', '3', 'الحمامات', '2', 'الطابق', '2', 'مفروش', 'لا', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44419494-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419495-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419496-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419497-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419498-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419499-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419500-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419501-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419502-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419503-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419504-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419505-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419506-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419507-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419508-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419509-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419510-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419511-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419512-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419513-400x300.jpeg']",['شقه للايجار في مدينتي اول سكن\n140م\n3غرف وحمامين ومطبخ وريسبشن\nمنهم غرفه ماستر بالحمام \nمعاينه اي وقت \nللتواصل\n01017251574\n01022373293\n01022484438\n01015451850\n01063208140'],['رقم الإعلان 194659286'],"11-29-2022, 13-42"
بالتقسيط شقة متشطبة استلام فوري في ميفيدا التجمع الخامس,"5,669,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 3 ساعات,https://www.olx.com.eg/properties/cairo/?page=14,iProperties,"['النوع', 'شقة', 'كمبوند', 'ميفيدا', 'السعر', '5,669,000', 'نوع السعر', 'السعر', 'مقدم', '5,669,000', 'المساحة (م٢)', '190', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', '4', 'مفروش', 'لا', 'طريقة الدفع', 'تقسيط', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44419551-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419552-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419553-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419554-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419555-400x300.jpeg']","['للبيع شقة متشطبة بالكامل وبالتقسيط في ميفيدا إعمار - القاهرة الجديدة\n\n- استلام فوري\n- فيو لاند سكيب\n- بالدور الرابع\n\n- المساحة: 190 متر\n- 1 غرفة نوم ماستر\n- 2 غرف نوl\n\n- 3 حمام\n\n- غرفة معيشة\n\n- المقدم: 5,669,000\nإجمالي سعر الشقة: 8,400,000\n\nFor sale a fully finished apartment with installments, in Mivida Emaar - New Cairo\n\n- Ready to move\n- View landscape\n- On the fourth floor\n\n- Area: 190 square meters\n- 1 master bedroom\n- 2 bedrooms\n- 3 bathrooms\n- Living room\n\n- Down Payment: 5,669,000\nThe total apartment price is: 8,400,000\n\nCode: 11987']",['رقم الإعلان 194659294'],"11-29-2022, 13-42"
ٍ((للبيع S villa استلااام فوررري ف كمبوند SARAI)),"915,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 2 ساعات,https://www.olx.com.eg/properties/cairo/?page=14,Closer Real Estate,"['النوع', 'توين هاوس', 'كمبوند', 'سراى', 'السعر', '915,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '337', 'غرف نوم', '4', 'الحمامات', '4', 'مفروش', 'لا', 'طريقة الدفع', 'تقسيط', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44419582-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419583-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44419584-400x300.jpeg']",['فيلا استلااااام فوري \nف كمبوند سراي بجوار مدينتي سور ف سور \nمن شركه مدينه نصر للاسكان والتعمير \n\nبمساحه337م +جاردن92م +رووف28م بتقسيمه مميزه جداااا\n\nبمقدم 965 الف والقسط ع 7 سنين بدون فوائد \n\nللاستفسار والمعاينه 01115939197 +واتساب'],['رقم الإعلان 194659301'],"11-29-2022, 13-42"
