title,company,linkofProduct,skills,posted
Technical Project Manager - Banking,Ejada,https://wuzzuf.net/jobs/p/ED7vMtyNTvO7-Technical-Project-Manager---Banking-Ejada-Cairo-Egypt?o=13&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Project Manager', 'Banking', 'Information Technology (IT)', 'Communication skills', 'Project Management', 'Engineering', 'Computer Engineering', 'Computer Science', 'Development', 'Communication']",Posted 18 hours ago
Senior Planning Engineer,HSE Contractors for CPM Scheduling Consultants,https://wuzzuf.net/jobs/p/1u3W9h3ChXWs-Senior-Planning-Engineer-HSE-Contractors-for-CPM-Scheduling-Consultants-Giza-Egypt?o=14&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Engineering', 'Primavera', 'Planning', 'Project', 'Software Development', 'Computer Science', 'Communication skills', 'Management', 'English', 'Project Management', 'Civil Engineering', 'Information Technology (IT)']",Posted 18 hours ago
Full Stack (Node/React) Developer,Anyware Software,https://wuzzuf.net/jobs/p/EEGZ2E9D0Exw-Full-Stack-NodeReact-Developer-Anyware-Software-Cairo-Egypt?o=15&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Node', 'React', 'AWS', 'Google Cloud']",Posted 19 hours ago
Senior Backend Developer (NodeJS),Kashier Payment Solutions,https://wuzzuf.net/jobs/p/BkneAss43CM6-Senior-Backend-Developer-NodeJS-Kashier-Payment-Solutions-Cairo-Egypt?o=16&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Angular', 'Computer Engineering', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'Software Development', 'Web Development', 'Telecom Engineering', 'HTML', 'SQL', 'jQuery', 'Software Engineering', 'Git']",Posted 20 hours ago
Software Quality Control Engineer,Ejada,https://wuzzuf.net/jobs/p/sLSG1FD0696P-Software-Quality-Control-Engineer-Ejada-Cairo-Egypt?o=17&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Engineering', 'Computer Science', 'Engineering', 'English', 'ISTQB', 'Quality Control', 'Software', 'Testing', 'tfs']",Posted 21 hours ago
Senior Linux / Nginx Admin,Universal Payment Services,https://wuzzuf.net/jobs/p/8WQSPChvWkuV-Senior-Linux-Nginx-Admin-Universal-Payment-Services-Cairo-Egypt?o=18&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Linux', 'MySQL', 'Nginx', 'Database', 'Information Technology (IT)', 'Configuration', 'Troubleshooting', 'Computer Science']",Posted 21 hours ago
Software Tester,SATA Group,https://wuzzuf.net/jobs/p/Oi9WiJuo1qdv-Software-Tester-SATA-Group-Cairo-Egypt?o=19&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Performance Testing', 'Quality Control', 'Information Technology (IT)', 'Computer Science', 'application', 'Testing']",Posted 21 hours ago
Senior frontend web developer ( ReactJS-React Native),SSC Egypt,https://wuzzuf.net/jobs/p/3fF44FlnhFI9-Senior-frontend-web-developer-ReactJS-React-Native-SSC-Egypt-Cairo-Egypt?o=20&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Software Development', 'Git', 'JavaScript', 'Native', 'React', 'React Native', 'SSR', 'Web Development', 'React js']",Posted 21 hours ago
IOT Operation Specialist - Alexandria,Smart EGAT,https://wuzzuf.net/jobs/p/0RMfle4CRCSm-IOT-Operation-Specialist---Alexandria-Smart-EGAT-Alexandria-Egypt?o=21&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Communications Engineering', 'Computer Engineering', 'IOT', 'Smart City', 'Engineering', 'Computer Science', 'Information Technology (IT)', 'ITI']",Posted 22 hours ago
IT Manager,,https://wuzzuf.net/jobs/p/UaL4hHt8FLoD-IT-Manager-Cairo-Egypt?o=22&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Administration', 'Computer Engineering', 'Computer Science', 'Computer Hardware', 'Information Technology (IT)', 'Software']",Posted 22 hours ago
Tech Lead Team,Obeikan Digital Solutions,https://wuzzuf.net/jobs/p/b7wCd2sErszU-Tech-Lead-Team-Obeikan-Digital-Solutions-Cairo-Egypt?o=23&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Angular', 'MongoDB']",Posted 22 hours ago
Senior digital product designer,SSC Egypt,https://wuzzuf.net/jobs/p/uI3Ky6wIdR74-Senior-digital-product-designer-SSC-Egypt-Cairo-Egypt?o=24&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['digital products', 'Marketing', 'Product Design', 'Design']",Posted 22 hours ago
lead mechanical engineer,Premier Services and Recruitment,https://wuzzuf.net/jobs/p/CRw8WvdO7kps-lead-mechanical-engineer-Premier-Services-and-Recruitment-Cairo-Egypt?o=25&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['lead mechanical engineer', 'Mechanical engineer']",Posted 23 hours ago
Senior Frontend Developer,Bypa-ss,https://wuzzuf.net/jobs/p/NGnHPrV7fT4W-Senior-Frontend-Developer-Bypa-ss-Cairo-Egypt?o=26&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Automation', 'AWS', 'Software Development', 'Kubernetes', 'Information Technology (IT)', 'DevOps', 'Software', 'CI', 'CI/CD', 'Computer Science', 'Git', 'Jenkins', 'Telecom Engineering', 'Machine Learning']",Posted 24 hours ago
Data Scientist,DBS,https://wuzzuf.net/jobs/p/k0oo0Nd9BTyF-Data-Scientist-DBS-Cairo-Egypt?o=27&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Information Technology (IT)', 'Data']",Posted 24 hours ago
Senior DevOps Engineer,GlobeMed Egypt,https://wuzzuf.net/jobs/p/F618LK2xb4J0-Senior-DevOps-Engineer-GlobeMed-Egypt-Cairo-Egypt?o=28&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['DevOps', 'Devops Engineer', 'SQL', 'Continues Integration (CI)', 'Continuous Delivery (CD)', 'Kubernetes', 'Docker', 'Jenkins']",Posted 1 day ago
Senior Microsoft Dynamics CRM Developer,,https://wuzzuf.net/jobs/p/xtWcb9evpcBX-Senior-Microsoft-Dynamics-CRM-Developer-Cairo-Egypt?o=29&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Microsoft CRM', '.Net', 'CRM', 'ASP.Net', 'MSSQL', 'HTML5', 'CSS3', 'JavaScript', 'jQuery', 'XML', 'Microsoft Dynamics']",Posted 1 day ago
.NET Developer,GlobeMed Egypt,https://wuzzuf.net/jobs/p/5RxcqUeb5YxH-NET-Developer-GlobeMed-Egypt-Cairo-Egypt?o=30&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['C#', 'HTML5', 'JavaScript', 'jQuery', 'Entity Framework', 'Linq', 'ASP.Net', 'MVC', '.Net']",Posted 1 day ago
Software Quality assurance Engineer,Al Soug-Cashi,https://wuzzuf.net/jobs/p/CfhNINktUQI4-Software-Quality-assurance-Engineer-Al-Soug-Cashi-Giza-Egypt?o=31&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Quality Assurance', 'Information Technology (IT)', 'SQL', 'Agile', 'Testing', 'Software Development', 'QA', 'Engineering', 'Software']",Posted 1 day ago
IT Internship,Hayat Kimya,https://wuzzuf.net/jobs/p/MQEay1B6wO51-IT-Internship-Hayat-Kimya-Cairo-Egypt?o=32&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Information Technology (IT)', 'Software Development']",Posted 1 day ago
"Oracle Developer (Forms, Reports, PL/SQL)",GlobeMed Egypt,https://wuzzuf.net/jobs/p/haoRWry6yzc2-Oracle-Developer-Forms-Reports-PLSQL-GlobeMed-Egypt-Cairo-Egypt?o=33&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Oracle Forms', 'Oracle Reports', 'Oracle', 'PL/SQL', 'Oracle Database']",Posted 1 day ago
Software Tester - Quality Assurance 23001,,https://wuzzuf.net/jobs/p/Hm1ydhXAAxAY-Software-Tester---Quality-Assurance-23001-Cairo-Egypt?o=34&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'QA', 'Software Testing', 'Agile', 'Software', 'Software Development', 'Performance', 'Computer Science', 'English', 'ISTQB', 'Scrum', 'Science', 'ISTQB-Agile', 'Quality Control', 'Software Tester', 'Tester']",Posted 1 day ago
ERP/Enterprise Software Sales Account Manager - Saudi Arabia,OdooTec,https://wuzzuf.net/jobs/p/MVd2Ra5I1ko3-ERPEnterprise-Software-Sales-Account-Manager---Saudi-Arabia-OdooTec-Cairo-Egypt?o=35&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Sales', 'ERP', 'Customer Service', 'Odoo', 'CRM', 'Software Sales', 'Software', 'Selling', 'Sales Target', 'Communication', 'Sales Skills']",Posted 1 day ago
ERP/Enterprise Software Sales Account Manager - Cairo,OdooTec,https://wuzzuf.net/jobs/p/9W4dYF7Tw1JE-ERPEnterprise-Software-Sales-Account-Manager---Cairo-OdooTec-Cairo-Egypt?o=36&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Sales', 'ERP', 'Customer Service', 'Odoo', 'CRM', 'Software Sales', 'Software', 'Selling', 'Sales Target', 'Communication', 'Sales Skills', 'Information Technology (IT)']",Posted 1 day ago
Senior Front End Developer,,https://wuzzuf.net/jobs/p/5JK2UPEodmMV-Senior-Front-End-Developer-Cairo-Egypt?o=37&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Frontend', 'HTML', 'Software Development', 'JavaScript', 'jQuery', 'UI', 'UX']",Posted 2 days ago
Senior Full Stack Developer,,https://wuzzuf.net/jobs/p/h6rL6wrqDant-Senior-Full-Stack-Developer-Cairo-Egypt?o=38&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Full-Stack', 'MongoDB', 'Software Development', 'Redis', 'SQL']",Posted 2 days ago
Technical Writer,DIGITISED,https://wuzzuf.net/jobs/p/MDiJUGcSSwls-Technical-Writer-DIGITISED-Cairo-Egypt?o=39&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Content', 'Editing', 'English', 'Information Technology (IT)', 'SEO', 'Software', 'technical', 'Technical Writing', 'Writing', 'Research', 'Arabic', 'Computer Science']",Posted 2 days ago
Software Development Team Leader,Itechs,https://wuzzuf.net/jobs/p/DLiTcTq26eNN-Software-Development-Team-Leader-Itechs-Cairo-Egypt?o=40&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Engineering', 'Computer Science', 'Software Development', 'Software', 'Information Technology (IT)', '.Net', 'MVC', 'MySQL']",Posted 2 days ago
Audio Visual Pre Sales Engineer,Itechs,https://wuzzuf.net/jobs/p/LwhPJmzn4oLA-Audio-Visual-Pre-Sales-Engineer-Itechs-Cairo-Egypt?o=41&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Audiovisual', 'Information Technology (IT)', 'Audio', 'Visual', 'sales skills', 'technical', 'Engineering']",Posted 2 days ago
Sales Account Executive,TAS Technologies,https://wuzzuf.net/jobs/p/krxG8w7r0qql-Sales-Account-Executive-TAS-Technologies-Cairo-Egypt?o=42&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Accounting', 'Sales', 'Sales Target', 'sales skills', 'ERP', 'English', 'Customer Service', 'CRM']",Posted 2 days ago
Business Application Development Technical Lead (Magento Expert),Seoudi Supermarket,https://wuzzuf.net/jobs/p/C80xh097KyRI-Business-Application-Development-Technical-Lead-Magento-Expert-Seoudi-Supermarket-Giza-Egypt?o=43&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Business Development', 'Application Development', 'Computer Science', 'Information Technology (IT)', 'GraphQL', 'JavaScript', 'Software Development', 'MySQL', 'Vue.js', 'Laravel', 'Magento', 'Mysql Database', 'Engineering', 'Software', 'PHP', 'Development']",Posted 2 days ago
Senior Front End Developer,Ayamedica,https://wuzzuf.net/jobs/p/q0FlP5BW9j0w-Senior-Front-End-Developer-Ayamedica-Cairo-Egypt?o=44&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['CSS', 'CSS3', 'HTML', 'JavaScript', 'React']",Posted 2 days ago
System and Network Supervisor (East Portsaid),Sky logistics,https://wuzzuf.net/jobs/p/sd1kCu3f2vQA-System-and-Network-Supervisor-East-Portsaid-Sky-logistics-Port-Said-Egypt?o=45&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Information Technology (IT)', 'Linux', 'Networking', 'Networks', 'Software', 'SQL', 'Troubleshooting', 'Vmware']",Posted 2 days ago
Senior Back-end Developer,Ayamedica,https://wuzzuf.net/jobs/p/GtRh4TTlRCp5-Senior-Back-end-Developer-Ayamedica-Cairo-Egypt?o=46&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Development', 'GraphQL', 'MongoDB', 'Software Development']",Posted 2 days ago
Senior Business Analyst (Hybrid),SSC Egypt,https://wuzzuf.net/jobs/p/PiFAssUCSYyJ-Senior-Business-Analyst-Hybrid-SSC-Egypt-Cairo-Egypt?o=47&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Analyst', 'business', 'Business Analysis', 'Software']",Posted 2 days ago
Senior IT Engineer,,https://wuzzuf.net/jobs/p/cg5wV2jfAvHM-Senior-IT-Engineer-Cairo-Egypt?o=48&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['MCSA', 'Network', 'Information Technology (IT)', 'Computer Science', 'Implementation', 'Engineering', 'computer', 'IT', 'Troubleshooting']",Posted 2 days ago
IT Helpdesk and Support (East Portsaid),Sky logistics,https://wuzzuf.net/jobs/p/op7xHDdB4PvD-IT-Helpdesk-and-Support-East-Portsaid-Sky-logistics-Port-Said-Egypt?o=49&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['CompTIA', 'English', 'Information Technology (IT)', 'IT', 'technical', 'Technical Support', 'Troubleshooting', 'Computer Science', 'N+', 'Problem Solving']",Posted 2 days ago
Senior Embedded System Engineer,,https://wuzzuf.net/jobs/p/v7dG4P0lp0MH-Senior-Embedded-System-Engineer-Giza-Egypt?o=50&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Python', 'Software Development', 'Software', 'Software Engineering', 'Electronics', 'Engineering', 'Design', 'Linux', 'Programming', 'c++', 'c programming langauge', 'oop', 'PCB', 'Troubleshooting', 'Computer Science']",Posted 2 days ago
Senior Data Engineer,,https://wuzzuf.net/jobs/p/ajRhVm2LANmK-Senior-Data-Engineer-Giza-Egypt?o=51&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Data Engineer', 'Data', 'engineer', 'Information Technology (IT)', 'Engineering', 'Software Development']",Posted 2 days ago
Senior Java Backend Developer,FlairsTech,https://wuzzuf.net/jobs/p/pfZKP9IuAqQ8-Senior-Java-Backend-Developer-FlairsTech-Cairo-Egypt?o=52&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Agile', 'Computer Science', 'Development', 'DevOps', 'Information Technology (IT)', 'J2EE', 'Java', 'Scrum', 'Software', 'Software Development', 'Software Engineering', 'UI', 'Java Software Development', 'Spring']",Posted 2 days ago
Full Stack (.Net Developer),"qTech. ""AlQemam""",https://wuzzuf.net/jobs/p/c5Nv1fKx7sxp-Full-Stack-Net-Developer-qTech-AlQemam-Dakahlia-Egypt?o=53&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['ASP.NET', 'Information Technology (IT)', '.NET', 'jQuery', 'Software Development', 'Computer Science', 'javaScript', 'C#', 'Computer Engineering', 'TFS', 'HTML', 'API', 'REST', 'RPC', 'ASP.NET MVC', 'English', 'ASP', 'Software Engineering']",Posted 2 days ago
iOS Mobile Developer,"qTech. ""AlQemam""",https://wuzzuf.net/jobs/p/NWJbtwSv5Mnv-iOS-Mobile-Developer-qTech-AlQemam-Dakahlia-Egypt?o=54&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Software Development', 'Objective-C', 'Java', 'OpenGL', 'Mobile Development', 'Computer Science', 'Computer Engineering', 'Software Engineering', 'iOS', 'iOS SDK', 'Cocoa Touch', 'Core Animation', 'Core Graphics', 'Core Data', 'Programming', 'Git', 'Swift', 'APIs', 'Engineering', 'Software', 'Design', 'cocoa', 'Information Technology (IT)', 'objective c', 'OOP', 'Design Patterns', 'MVVM']",Posted 2 days ago
UI Developer (Mansoura),"qTech. ""AlQemam""",https://wuzzuf.net/jobs/p/eLhT3eKU3l6N-UI-Developer-Mansoura-qTech-AlQemam-Dakahlia-Egypt?o=55&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['UI', 'Information Technology (IT)', 'javaScript', 'jQuery', 'HTML', 'CSS', 'Angular', 'Bootstrap', 'Computer Science', 'Software Development', 'Web Development', 'SASS', 'Adobe Illustrator', 'Adobe Photoshop', 'Agile', 'Design']",Posted 2 days ago
French Speaker- Travel Advisor,FlairsTech,https://wuzzuf.net/jobs/p/c1vvcpB3c8rB-French-Speaker--Travel-Advisor-FlairsTech-Cairo-Egypt?o=56&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Tourism', 'french', 'Customer Support', 'Customer Service', 'Customer Care']",Posted 2 days ago
Senior Sales Representative,Affsquare,https://wuzzuf.net/jobs/p/Wl9gaLUruVxr-Senior-Sales-Representative-Affsquare-Cairo-Egypt?o=57&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Sales', 'performance marketing', 'Affiliate Marketing', 'Digital Marketing', 'Digital Advertising', 'Communication skills', 'Marketing', 'Negotiation', 'sales skills', 'Sales Target', 'Skills', 'Business Development', 'GCC Market', 'Lead Generation', 'Sales Leads', 'Problem Solving', 'Key Account Management', 'Account Management', 'Communication']",Posted 2 days ago
Omni-Channel Technical Engineer,Bevatel,https://wuzzuf.net/jobs/p/lTnFtaF8urQG-Omni-Channel-Technical-Engineer-Bevatel-Giza-Egypt?o=58&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Software Engineering', 'HTTP', 'APIs', 'Analytical Skills', 'Customer Support', 'Problem Solving', 'Artificial Intelligence (AI)']",Posted 2 days ago
Senior SQL Developer,FlairsTech,https://wuzzuf.net/jobs/p/b4QAiqHzzbdx-Senior-SQL-Developer-FlairsTech-Cairo-Egypt?o=59&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Communication skills', 'Computer Science', 'Development', 'English', 'HTML', 'Information Technology (IT)', 'CSS', 'JavaScript', 'Microsoft SQL Server', 'Software Development', 'SQL', 'SQL Server', 'Database SQL Server', 'Microsoft SQL', 'MS SQL Server', 'SQL Server 2012', 'Microsoft SQL Server 2012']",Posted 2 days ago
Sales Account Manager,Nahr Development,https://wuzzuf.net/jobs/p/Ar4mvcRKnfry-Sales-Account-Manager-Nahr-Development-Cairo-Egypt?o=60&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['account manager', 'Sales']",Posted 2 days ago
IT Infrastructure Engineer,Misr Elkheir Foundation,https://wuzzuf.net/jobs/p/dVtd8c7ZQp9v-IT-Infrastructure-Engineer-Misr-Elkheir-Foundation-Cairo-Egypt?o=61&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Information Technology (IT)', 'System Administration', 'Enterprise IT', 'CCNA', 'Linux', 'Networking', 'Software Development', 'IT', 'Engineering', 'Azure']",Posted 2 days ago
Back-End Developer- Remotely,Delivery-tech,https://wuzzuf.net/jobs/p/VnUazfYcbA26-Back-End-Developer--Remotely-Delivery-tech-Cairo-Egypt?o=62&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Software Development', 'Computer Science', 'Information Technology (IT)', 'PHP', 'MySQL', 'Apache', 'Software Engineering', 'Backend', 'Development', 'Linux', 'cloud', 'backend framework', 'SaaS']",Posted 2 days ago
Account receivable Coordinator,Alnafitha,https://wuzzuf.net/jobs/p/Vv82Nfh1D2vY-Account-receivable-Coordinator-Alnafitha-Cairo-Egypt?o=63&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Accounting', 'Accounts Receivable', 'business', 'Communication', 'CRM', 'English', 'ERP', 'excel', 'Finance', 'Financial Analysis', 'Microsoft Word', 'Software']",Posted 2 days ago
Customer Support &Sales Professional (German Speakers),Delivery-tech,https://wuzzuf.net/jobs/p/p7u2dTWBYybl-Customer-Support-Sales-Professional-German-Speakers-Delivery-tech-Alexandria-Egypt?o=64&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['English', 'Customer Support', 'Communication skills', 'Sales', 'sales skills', 'IT', 'Internet', 'Customer Service', 'Digital Marketing', 'Emarketing', 'German Translation', 'deutsch', 'German Teaching']",Posted 2 days ago
Front End Developer-Remotely,Delivery-tech,https://wuzzuf.net/jobs/p/D04OyrBpfrEH-Front-End-Developer-Remotely-Delivery-tech-Cairo-Egypt?o=65&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['front-end', 'CSS', 'JavaScript', 'AJAX', 'Angular', 'React', 'Vue.js', 'AngularJS', 'Grunt', 'gulp', 'Webpack', 'Cypress', 'PHP', 'Web Development', 'Front-End Development', 'Computer Engineering', 'Software Development', 'Information Technology (IT)', 'Computer Science']",Posted 2 days ago
Business Intelligence Developer,AGG Information Technology,https://wuzzuf.net/jobs/p/Whl1cFbN3jHb-Business-Intelligence-Developer-AGG-Information-Technology-Cairo-Egypt?o=66&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['SQL', 'Database', 'Power BI', 'Tableau']",Posted 2 days ago
Data Management Specialist,Arabian Advanced Systems,https://wuzzuf.net/jobs/p/8z78T2tZtHS6-Data-Management-Specialist-Arabian-Advanced-Systems-Cairo-Egypt?o=67&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Data Management', 'Data Governance (DG)', 'Data Integration', 'Data Analysis']",Posted 2 days ago
