title,company,linkofProduct,skills,posted
Oracle ADF Developer,National Data Management,https://wuzzuf.net/jobs/p/34sKhhlKJqRm-Oracle-ADF-Developer-National-Data-Management-Giza-Egypt?o=11&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Oracle Database', 'Oracle ADF', 'Weblogic Server']",Posted 2 days ago
Software Project Manager,National Data Management,https://wuzzuf.net/jobs/p/lcCN1h97pg5z-Software-Project-Manager-National-Data-Management-Giza-Egypt?o=12&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Project Management', '.net core', 'Angular', 'Agile', 'Microsoft SQL Server', 'Windows Forms', 'Problem Solving', 'Design', 'Software Development']",Posted 2 days ago
Senior Full Stack Developer/Frontend,,https://wuzzuf.net/jobs/p/izJH7y1nWCAj-Senior-Full-Stack-DeveloperFrontend-Cairo-Egypt?o=13&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Full Stack', 'JavaScript', 'PHP', 'React', 'Information Technology (IT)', 'Laravel']",Posted 2 days ago
Senior DevOps Engineer,Luxoft (A DXC Technology Company),https://wuzzuf.net/jobs/p/C2gkNVCJLj3m-Senior-DevOps-Engineer-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=14&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['DevOps', 'Agile', 'Git', 'Java', 'Gitlab', 'Kubernetes', 'Docker', 'Prometheus', 'Grafana', 'Kibana']",Posted 2 days ago
Senior Solution Architect,,https://wuzzuf.net/jobs/p/Bb74ZMhk7bVD-Senior-Solution-Architect-Cairo-Egypt?o=15&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Architecture', 'Communication skills', 'Computer Science', 'Customer Service', 'Engineering', 'Information Technology (IT)', 'IT', 'Project Management', 'Security', 'Software', 'Software Engineering', 'Software Solutions']",Posted 2 days ago
Senior Java backend Engineer,Al Soug-Cashi,https://wuzzuf.net/jobs/p/jN5DkFhjtV0Z-Senior-Java-backend-Engineer-Al-Soug-Cashi-Giza-Egypt?o=16&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'OOP', 'Java', 'Software Development', 'Spring', 'SOAP']",Posted 2 days ago
English Back Office Agents (U Tech)..,Majorel Egypt,https://wuzzuf.net/jobs/p/01uBBu7LVrwx-English-Back-Office-Agents-U-Tech-Majorel-Egypt-Cairo-Egypt?o=17&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Back Office', 'Webchat', 'Customer support', 'Customer service', 'Customer Care', 'English']",Posted 2 days ago
Full Stack (Node/Flutter) Developer,Anyware Software,https://wuzzuf.net/jobs/p/Q7xQOjUucf6g-Full-Stack-NodeFlutter-Developer-Anyware-Software-Cairo-Egypt?o=18&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Node', 'Flutter', 'Google Cloud']",Posted 2 days ago
Angular Developer,ATIS,https://wuzzuf.net/jobs/p/mMksCJSag2rJ-Angular-Developer-ATIS-Cairo-Egypt?o=19&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Angular', 'CSS', 'Ionic Framework', 'HTML5', 'JavaScript']",Posted 2 days ago
Senior Technical Writer,FlairsTech,https://wuzzuf.net/jobs/p/diSSSmwsFFBY-Senior-Technical-Writer-FlairsTech-Cairo-Egypt?o=20&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Communication skills', 'Computer Science', 'Documentation', 'technical', 'Technical Support', 'Writing', 'Information Technology (IT)', 'Software', 'Software Development', 'English', 'Engineering']",Posted 2 days ago
Sales Manager,"Izam, inc.",https://wuzzuf.net/jobs/p/VnOdCeUu33A8-Sales-Manager-Izam-inc-Giza-Egypt?o=21&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['B2B', 'Communication', 'Communication skills', 'Engineering', 'Customer Service', 'CRM', 'Sales', 'Microsoft Office', 'Sales Target', 'ERP Software', 'ERP Applications', 'ERP Solutions', 'Sales Manager', 'Team Leadership']",Posted 2 days ago
Senior Developer,ADAA Applications,https://wuzzuf.net/jobs/p/tXf2pukckFEr-Senior-Developer-ADAA-Applications-Cairo-Egypt?o=22&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['.Net', 'Software Development', 'JavaScript', 'HTML5']",Posted 2 days ago
IT support,GLC,https://wuzzuf.net/jobs/p/ct4SoDHSHpDT-IT-support-GLC-Cairo-Egypt?o=23&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['computer', 'Computer Skills', 'Information Technology (IT)', 'Technical Support', 'Computer Science']",Posted 2 days ago
Outdoor Sales Representative - Software,Airpoint,https://wuzzuf.net/jobs/p/W9WItuSbOxzI-Outdoor-Sales-Representative---Software-Airpoint-Cairo-Egypt?o=24&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Sales', 'Sales representative', 'Negotiation', 'Sales Target', 'Software', 'Software Products', 'sales skills', 'Account Management', 'Contract Negotiation', 'Customer Service', 'Selling', 'pos']",Posted 2 days ago
Product Owner,SSC Egypt,https://wuzzuf.net/jobs/p/sfT40UnMC6E7-Product-Owner-SSC-Egypt-Giza-Egypt?o=25&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Product', 'Information Technology (IT)', 'Computer Science', 'Agile', 'Product Owner', 'Software Development']",Posted 2 days ago
GIS application analyst,Perfect Presentation,https://wuzzuf.net/jobs/p/aaYo1UtjF1nW-GIS-application-analyst-Perfect-Presentation-Giza-Egypt?o=26&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['GIS', 'Information Technology (IT)']",Posted 2 days ago
GIS database Administrator,Perfect Presentation,https://wuzzuf.net/jobs/p/yGDN7JxrjYjs-GIS-database-Administrator-Perfect-Presentation-Giza-Egypt?o=27&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Software Development', 'GIS', 'Software Engineering', 'SQL']",Posted 2 days ago
GIS Developer,Perfect Presentation,https://wuzzuf.net/jobs/p/lgUaD1YZxhmY-GIS-Developer-Perfect-Presentation-Giza-Egypt?o=28&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['GIS', 'JavaScript', 'Software Development', 'HTML', 'Python', 'SQL', 'CSS']",Posted 2 days ago
Senior PHP Developer,Perfect Presentation,https://wuzzuf.net/jobs/p/QwvBg7X41q6h-Senior-PHP-Developer-Perfect-Presentation-Giza-Egypt?o=29&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['PHP', 'PHP Development', 'Software Development', 'Software', 'Software Engineering']",Posted 2 days ago
QA Engineer,Twerlo,https://wuzzuf.net/jobs/p/HVPbg5rm41cx-QA-Engineer-Twerlo-Cairo-Egypt?o=30&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Engineering', 'Computer Science', 'ISTQB', 'QA', 'Java', 'QC', 'automated testing', 'API', 'quality', 'Quality Assurance', 'Software', 'Software Testing', 'Testing']",Posted 2 days ago
Laravel Developer,Professional Service - Proserv,https://wuzzuf.net/jobs/p/k2zgSBRfMib9-Laravel-Developer-Professional-Service---Proserv-Cairo-Egypt?o=31&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['PHP', 'Software Development', 'OOP', 'SOAP', 'Laravel', 'MVC']",Posted 2 days ago
Front End Developer,,https://wuzzuf.net/jobs/p/K14AmkwoQHDf-Front-End-Developer-Cairo-Egypt?o=32&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Angular', 'Angular Js', 'developer', 'JavaScript', 'Software Development', 'UI/UX', 'front-end', 'RESTful Web Services', 'API']",Posted 2 days ago
Senior React JS Developer,,https://wuzzuf.net/jobs/p/wtRNMcwTuTvV-Senior-React-JS-Developer-Cairo-Egypt?o=33&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'JavaScript', 'React', 'HTML', 'Git', 'Information Technology (IT)', 'Engineering', 'APIs']",Posted 2 days ago
Purchasing Specialist (FMCG),Premier Services and Recruitment,https://wuzzuf.net/jobs/p/Q3uHXKS5Wnos-Purchasing-Specialist-FMCG-Premier-Services-and-Recruitment-Cairo-Egypt?o=34&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Purchasing', 'Logistics']",Posted 2 days ago
Technical Support Engineer Team Leader,Ulemt,https://wuzzuf.net/jobs/p/g4GHox9mvO8h-Technical-Support-Engineer-Team-Leader-Ulemt-Cairo-Egypt?o=35&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['CCNA', 'Computer Science', 'computer', 'Microsoft', 'Technical Support', 'engineer', 'English', 'Information Technology (IT)', 'Software', 'Management', 'Leadership', 'Engineering']",Posted 2 days ago
System Administrator (Retail) - (ERP system),,https://wuzzuf.net/jobs/p/iiJdhRndFNop-System-Administrator-Retail---ERP-system-Giza-Egypt?o=36&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Information Technology (IT)', 'Engineering', 'Communication', 'Network', 'Security', 'Networks', 'System Administration', 'MCSA', 'LAN', 'System administrator', 'WAN', 'DOM', 'Domain Name System', 'Domain Management']",Posted 2 days ago
Software Tester & Quality Control Specialist,Orange Studio,https://wuzzuf.net/jobs/p/FPnw9Wh6bgOj-Software-Tester-Quality-Control-Specialist-Orange-Studio-Cairo-Egypt?o=37&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Software Development', 'Software Engineering', 'Software Testing', 'Computer Science', 'Quality Control', 'Quality', 'Information Technology (IT)', 'Communication Skills', 'Telecom Engineering', 'Quality Assurance', 'English', 'Communication']",Posted 2 days ago
Information Security Analyst,,https://wuzzuf.net/jobs/p/DvMrAXwlduOV-Information-Security-Analyst-Cairo-Egypt?o=38&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'Information Systems', 'Network', 'Engineering', 'Computer Science', 'Computer Engineering', 'Software', 'Systems']",Posted 2 days ago
"Team Leader / Senior Full Stack, PHP, Drupal Developer",Orange Studio,https://wuzzuf.net/jobs/p/vt1Flf47A05y-Team-Leader-Senior-Full-Stack-PHP-Drupal-Developer-Orange-Studio-Cairo-Egypt?o=39&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['PHP', 'Full Stack', 'Web Development', 'Information Technology (IT)', 'UI', 'UX', 'Drupal', 'Lamp Stack', 'MySQL', 'CSS', 'HTML', 'HTML 5', 'Java', 'Javascript', 'jQuery', 'Angular', 'Typescript', 'Nginx', 'GITLAB', 'Agile', 'ScrumAPIs', 'Computer Science', 'Drupal 7', 'Web Developer', 'APIs', 'CMS', 'Telecom Engineering']",Posted 2 days ago
"Junior Full Stack, PHP, Drupal Developer",Orange Studio,https://wuzzuf.net/jobs/p/TLbfTxk9e62A-Junior-Full-Stack-PHP-Drupal-Developer-Orange-Studio-Cairo-Egypt?o=40&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['PHP', 'Full Stack', 'Web Development', 'Information Technology (IT)', 'UI', 'UX', 'Drupal', 'Lamp Stack', 'MySQL', 'CSS', 'HTML', 'HTML 5', 'Java', 'Javascript', 'jQuery', 'Angular', 'Typescript', 'Nginx', 'GITLAB', 'Agile', 'ScrumAPIs', 'Computer Science', 'Drupal 7', 'Web Developer', 'Linux', 'Software Development', 'Git', 'Telecom Engineering']",Posted 2 days ago
Junior Software Tester,OdooTec,https://wuzzuf.net/jobs/p/KOa3mKNXjimm-Junior-Software-Tester-OdooTec-Cairo-Egypt?o=41&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Agile', 'Development', 'Information Technology (IT)', 'ERP', 'Software Development', 'Software Testing', 'Testing', 'ISTQB', 'Automation', 'Computer Science', 'Telecom Engineering']",Posted 2 days ago
IT Senior Manager,,https://wuzzuf.net/jobs/p/7Xks0eiIuXms-IT-Senior-Manager-Gharbia-Egypt?o=42&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'networks', 'Software Development', 'IT', 'Computer Hardware', 'Administration', 'Software', 'Management']",Posted 2 days ago
Dynamics AX/365 Functionalist/Technical Specialist,Al-Nasser,https://wuzzuf.net/jobs/p/95DI4xkTa2o3-Dynamics-AX365-FunctionalistTechnical-Specialist-Al-Nasser-Giza-Egypt?o=43&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Microsoft Dynamics', 'ERP', 'Information Technology (IT)', 'Dynamics 365', 'Computer Science', 'PowerApps', 'D365', 'Production', 'Planning']",Posted 2 days ago
Technical Account Manager,CyberTalents,https://wuzzuf.net/jobs/p/NaWd7Hu3gSKa-Technical-Account-Manager-CyberTalents-Cairo-Egypt?o=44&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Customer Support', 'Sales', 'Customer Service', 'Cybersecurity', 'Negotiation', 'Marketing']",Posted 2 days ago
Technical Project Manager,Pixi For Technology,https://wuzzuf.net/jobs/p/MUWWysyT5Pvh-Technical-Project-Manager-Pixi-For-Technology-Cairo-Egypt?o=45&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Technical Project Management', 'Information Technology (IT)', 'Project Manager', 'Business Analysis']",Posted 3 days ago
Banking & Partnerships Executive,Kashier Payment Solutions,https://wuzzuf.net/jobs/p/X9EWSjAIM6Mj-Banking-Partnerships-Executive-Kashier-Payment-Solutions-Cairo-Egypt?o=46&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Banking', 'Business Development', 'Development', 'Financial', 'Management', 'Partnership', 'Project Management', 'business', 'Communication', 'Sales', 'Marketing']",Posted 3 days ago
Devops Engineer,Globaction,https://wuzzuf.net/jobs/p/rRa2DTKuQXQI-Devops-Engineer-Globaction-Giza-Egypt?o=47&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Azure', 'DevOps', 'Software Development', 'Team Leadership']",Posted 3 days ago
Senior Full Stack .NET Developer,Gadtech-eg,https://wuzzuf.net/jobs/p/75CE1qSBlJvl-Senior-Full-Stack-NET-Developer-Gadtech-eg-Cairo-Egypt?o=48&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Angular', 'CSS', 'HTML', 'Information Technology (IT)', 'Software Development', 'ASP.Net', 'ASP.NET Core', 'ASP.Net Web API', 'Git', 'JavaScript', 'SQL']",Posted 3 days ago
MIS Specialist,Etisalat Egypt,https://wuzzuf.net/jobs/p/tFEshJrrzVG1-MIS-Specialist-Etisalat-Egypt-Cairo-Egypt?o=49&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['workforce', 'MIS', 'Call Center', 'Business Administration', 'Computer Science', 'Microsoft Office', 'MS Office', 'Business Analysis']",Posted 3 days ago
Senior Devops Engineer,RISEUP (Endemag for Administrative Skills Development),https://wuzzuf.net/jobs/p/z1iYSuCOzP1o-Senior-Devops-Engineer-RISEUP-Endemag-for-Administrative-Skills-Development-Cairo-Egypt?o=50&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Administration', 'Communication', 'Communication skills', 'Computer Science', 'Customer Service', 'Engineering', 'Docker', 'Information Technology (IT)', 'Infrastructure', 'Kubernetes', 'Linux', 'Software Development']",Posted 3 days ago
SEO Specialist - Italian Language,The Faktory Group LLC,https://wuzzuf.net/jobs/p/zbpmB58ZGO4A-SEO-Specialist---Italian-Language-The-Faktory-Group-LLC-Cairo-Egypt?o=51&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['SEO', 'Search Engine Optimization', 'Italian', 'Italian-language', 'Digital Marketing', 'WordPress', 'E-Commerce', 'full-time', 'remote', 'E-Marketing', 'Google Analytics', 'SEMrush', 'ranking', 'content', 'CSS', 'Online Marketing', 'Internet Marketing', 'Web Marketing']",Posted 3 days ago
IT Coordinator,Samaya Electronics Egypt LTD,https://wuzzuf.net/jobs/p/dUOwouCGjSIG-IT-Coordinator-Samaya-Electronics-Egypt-LTD-Cairo-Egypt?o=52&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'Computer Science']",Posted 3 days ago
Senior PHP Developer (Laravel With MongoDB) +3,Media Pan arab,https://wuzzuf.net/jobs/p/8CKHOGBvl9N3-Senior-PHP-Developer-Laravel-With-MongoDB-3-Media-Pan-arab-Cairo-Egypt?o=53&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['PHP', 'Laravel', 'Web Developer', 'MongoDB', 'senior developer', 'senior web developer', 'laravel developer', 'Software Engineer', 'backend developer', 'back-end developer', 'senior backend developer', 'Software Engineering', 'Web']",Posted 3 days ago
Technical Project Manager - Banking,Ejada,https://wuzzuf.net/jobs/p/ED7vMtyNTvO7-Technical-Project-Manager---Banking-Ejada-Cairo-Egypt?o=54&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Project Manager', 'Banking', 'Information Technology (IT)', 'Communication skills', 'Project Management', 'Engineering', 'Computer Engineering', 'Computer Science', 'Development', 'Communication']",Posted 3 days ago
Senior Planning Engineer,HSE Contractors for CPM Scheduling Consultants,https://wuzzuf.net/jobs/p/1u3W9h3ChXWs-Senior-Planning-Engineer-HSE-Contractors-for-CPM-Scheduling-Consultants-Giza-Egypt?o=55&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Engineering', 'Primavera', 'Planning', 'Project', 'Software Development', 'Computer Science', 'Communication skills', 'Management', 'English', 'Project Management', 'Civil Engineering', 'Information Technology (IT)']",Posted 3 days ago
Full Stack (Node/React) Developer,Anyware Software,https://wuzzuf.net/jobs/p/EEGZ2E9D0Exw-Full-Stack-NodeReact-Developer-Anyware-Software-Cairo-Egypt?o=56&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Node', 'React', 'AWS', 'Google Cloud']",Posted 3 days ago
Senior Backend Developer (NodeJS),Kashier Payment Solutions,https://wuzzuf.net/jobs/p/BkneAss43CM6-Senior-Backend-Developer-NodeJS-Kashier-Payment-Solutions-Cairo-Egypt?o=57&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Angular', 'Computer Engineering', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'Software Development', 'Web Development', 'Telecom Engineering', 'HTML', 'SQL', 'jQuery', 'Software Engineering', 'Git']",Posted 3 days ago
Software Quality Control Engineer,Ejada,https://wuzzuf.net/jobs/p/sLSG1FD0696P-Software-Quality-Control-Engineer-Ejada-Cairo-Egypt?o=58&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Engineering', 'Computer Science', 'Engineering', 'English', 'ISTQB', 'Quality Control', 'Software', 'Testing', 'tfs']",Posted 3 days ago
Senior Linux / Nginx Admin,Universal Payment Services,https://wuzzuf.net/jobs/p/8WQSPChvWkuV-Senior-Linux-Nginx-Admin-Universal-Payment-Services-Cairo-Egypt?o=59&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Linux', 'MySQL', 'Nginx', 'Database', 'Information Technology (IT)', 'Configuration', 'Troubleshooting', 'Computer Science']",Posted 3 days ago
Software Tester,SATA Group,https://wuzzuf.net/jobs/p/Oi9WiJuo1qdv-Software-Tester-SATA-Group-Cairo-Egypt?o=60&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Performance Testing', 'Quality Control', 'Information Technology (IT)', 'Computer Science', 'application', 'Testing']",Posted 3 days ago
Senior frontend web developer ( ReactJS-React Native),SSC Egypt,https://wuzzuf.net/jobs/p/3fF44FlnhFI9-Senior-frontend-web-developer-ReactJS-React-Native-SSC-Egypt-Cairo-Egypt?o=61&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Software Development', 'Git', 'JavaScript', 'Native', 'React', 'React Native', 'SSR', 'Web Development', 'React js']",Posted 3 days ago
IOT Operation Specialist - Alexandria,Smart EGAT,https://wuzzuf.net/jobs/p/0RMfle4CRCSm-IOT-Operation-Specialist---Alexandria-Smart-EGAT-Alexandria-Egypt?o=62&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Communications Engineering', 'Computer Engineering', 'IOT', 'Smart City', 'Engineering', 'Computer Science', 'Information Technology (IT)', 'ITI']",Posted 3 days ago
IT Manager,,https://wuzzuf.net/jobs/p/UaL4hHt8FLoD-IT-Manager-Cairo-Egypt?o=63&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Administration', 'Computer Engineering', 'Computer Science', 'Computer Hardware', 'Information Technology (IT)', 'Software']",Posted 3 days ago
Tech Lead Team,Obeikan Digital Solutions,https://wuzzuf.net/jobs/p/b7wCd2sErszU-Tech-Lead-Team-Obeikan-Digital-Solutions-Cairo-Egypt?o=64&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Angular', 'MongoDB']",Posted 3 days ago
Senior digital product designer,SSC Egypt,https://wuzzuf.net/jobs/p/uI3Ky6wIdR74-Senior-digital-product-designer-SSC-Egypt-Cairo-Egypt?o=65&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['digital products', 'Marketing', 'Product Design', 'Design']",Posted 3 days ago
lead mechanical engineer,Premier Services and Recruitment,https://wuzzuf.net/jobs/p/CRw8WvdO7kps-lead-mechanical-engineer-Premier-Services-and-Recruitment-Cairo-Egypt?o=66&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['lead mechanical engineer', 'Mechanical engineer']",Posted 3 days ago
Senior Frontend Developer,Bypa-ss,https://wuzzuf.net/jobs/p/NGnHPrV7fT4W-Senior-Frontend-Developer-Bypa-ss-Cairo-Egypt?o=67&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Automation', 'AWS', 'Software Development', 'Kubernetes', 'Information Technology (IT)', 'DevOps', 'Software', 'CI', 'CI/CD', 'Computer Science', 'Git', 'Jenkins', 'Telecom Engineering', 'Machine Learning']",Posted 3 days ago
Data Scientist,DBS,https://wuzzuf.net/jobs/p/k0oo0Nd9BTyF-Data-Scientist-DBS-Cairo-Egypt?o=68&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Information Technology (IT)', 'Data']",Posted 3 days ago
