title,company,linkofProduct,skills,posted
Front End Developer,Twerlo,https://wuzzuf.net/jobs/p/1s9Rn5Alsgah-Front-End-Developer-Twerlo-Cairo-Egypt?o=11&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['React', 'Engineering', 'Computer Science', 'front-end', 'Redux', 'JavaScript', 'Information Technology (IT)', 'React.js', 'Software Development', 'Js', 'Web Applications', 'Webpack']",Posted 19 hours ago
Web Developer / Alexandria,,https://wuzzuf.net/jobs/p/qRDLJDVymUEI-Web-Developer-Alexandria-Alexandria-Egypt?o=12&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Web Developement', 'Web Development', 'Web Design', 'Information Technology (IT)', 'Software Engineering', 'Software Development', 'Computer Engineering', 'Javascript', 'JQuery', 'Designing Relational', 'WordPress CMS']",Posted 21 hours ago
Tech Talent Acquisition Specialist,Dafater,https://wuzzuf.net/jobs/p/MfM2OZ42SF5H-Tech-Talent-Acquisition-Specialist-Dafater-Cairo-Egypt?o=13&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['HR', 'Human Resources', 'Recruiting', 'Interviews', 'Talent acquisition', 'Recruitment', 'Sourcing', 'Talent assessment', 'Selection', 'Interviewing', 'Technical Interviews']",Posted 1 day ago
React JS Developer - Fresh (Remote),Alexandria For Programming,https://wuzzuf.net/jobs/p/6a6yuJXewVdy-React-JS-Developer---Fresh-Remote-Alexandria-For-Programming-Alexandria-Egypt?o=14&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['APIs', 'back-end', 'Computer Science', 'Information Technology (IT)', 'front-end', 'JavaScript', 'ReactJS', 'Software', 'Software Development', 'React', 'IT', 'VueJS']",Posted 1 day ago
Front End Developer - (Vue.js - Nuxtjs) - Remote,Alexandria For Programming,https://wuzzuf.net/jobs/p/QBABY6G2b0Ub-Front-End-Developer---Vuejs---Nuxtjs---Remote-Alexandria-For-Programming-Alexandria-Egypt?o=15&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Vue.js', 'vue', 'Computer Science', 'Development', 'Developing', 'CSS3', 'front-end', 'Frontend Development', 'Information Technology (IT)', 'HTML5', 'Frontend', 'Software Development', 'JavaScript', 'Telecom', 'IT']",Posted 1 day ago
Senior Devops Engineer ( Part-Time) - SAAS Project,Alexandria For Programming,https://wuzzuf.net/jobs/p/fUtkH6Kvs075-Senior-Devops-Engineer-Part-Time---SAAS-Project-Alexandria-For-Programming-Alexandria-Egypt?o=16&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['SaaS', 'DevOps', 'cloud', 'AWS', 'Automation', 'Computer Science', 'Engineering', 'Docker', 'API', 'Information Technology (IT)', 'Software Development', 'REST', 'Jenkins', 'SQL', 'Git']",Posted 1 day ago
Senior Full Stack .Net Core,ElDawlya Company,https://wuzzuf.net/jobs/p/w9TMWwCxtrm4-Senior-Full-Stack-Net-Core-ElDawlya-Company-Cairo-Egypt?o=17&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['MVC', 'AJAX', 'Software Development', 'ERP', 'Reporting tools', 'CSS', 'XML', 'Design', 'Computer Science', 'Information Technology (IT)', 'HTML', 'JavaScript', 'Telecom Engineering']",Posted 2 days ago
L3 Support Analyst (SQL/APIs) Fluent English Speakers Only,FlairsTech,https://wuzzuf.net/jobs/p/2Z3PsP9RExjw-L3-Support-Analyst-SQLAPIs-Fluent-English-Speakers-Only-FlairsTech-Cairo-Egypt?o=18&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Customer Service', 'Information Technology (IT)', 'Linux', 'Oracle', 'Engineering', 'Microsoft SQL Server', 'SQL', 'API Development', 'API', 'RESTful API']",Posted 2 days ago
(Senior) QA Engineer (m/f/d),WorkMotion,https://wuzzuf.net/jobs/p/cjvuth65fdsC-Senior-QA-Engineer-mfd-WorkMotion-Cairo-Egypt?o=19&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Agile Software Development', 'QA', 'Software Quality']",Posted 2 days ago
(Senior) Data Engineer (m/f/d),WorkMotion,https://wuzzuf.net/jobs/p/v8zvCdD1tnmv-Senior-Data-Engineer-mfd-WorkMotion-Cairo-Egypt?o=20&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Python', 'SQL', 'Data Engineering', 'Agile Software Development']",Posted 2 days ago
(Senior) Full Stack Developer (m/f/d),WorkMotion,https://wuzzuf.net/jobs/p/FPQzucsH1Ozz-Senior-Full-Stack-Developer-mfd-WorkMotion-Cairo-Egypt?o=21&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Agile Software Development', 'PHP', 'RESTful API', 'Vue.js', 'Full Stack Development']",Posted 2 days ago
(Senior) Frontend Developer (m/f/d),WorkMotion,https://wuzzuf.net/jobs/p/7th7zO05H5HK-Senior-Frontend-Developer-mfd-WorkMotion-Cairo-Egypt?o=22&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Agile Software Development', 'Vue.js', 'Front-End Development', 'Scrum']",Posted 2 days ago
(Senior) Product Manager (m/f/d),WorkMotion,https://wuzzuf.net/jobs/p/VmCeM8XhsrCs-Senior-Product-Manager-mfd-WorkMotion-Cairo-Egypt?o=23&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Agile Software Development', 'Product Management', 'Product Development']",Posted 2 days ago
Engineering Manager (m/f/d),WorkMotion,https://wuzzuf.net/jobs/p/WG8W2MQuGbHf-Engineering-Manager-mfd-WorkMotion-Cairo-Egypt?o=24&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Agile Software Development', 'Management', 'Leadership', 'Java', 'PHP']",Posted 2 days ago
(Senior) DevOps Engineer (m/f/d),WorkMotion,https://wuzzuf.net/jobs/p/PVgIi8RgNgCt-Senior-DevOps-Engineer-mfd-WorkMotion-Cairo-Egypt?o=25&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Agile Software Development', 'DevOps', 'AWS Cloud']",Posted 2 days ago
(Senior) Backend Engineer (NodeJS) (m/f/d),WorkMotion,https://wuzzuf.net/jobs/p/YhEpZEjquhiO-Senior-Backend-Engineer-NodeJS-mfd-WorkMotion-Cairo-Egypt?o=26&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Agile Software Development', 'Node.js', 'Golang']",Posted 2 days ago
(Senior) Backend PHP Developer (m/f/d),WorkMotion,https://wuzzuf.net/jobs/p/dQZB9BpZIwPI-Senior-Backend-PHP-Developer-mfd-WorkMotion-Cairo-Egypt?o=27&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Agile Software Development', 'PHP Development', 'RESTful API']",Posted 2 days ago
Technical interviewer,WorkMotion,https://wuzzuf.net/jobs/p/YszadYjXUItM-Technical-interviewer-WorkMotion-Cairo-Egypt?o=28&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Human Resources (HR)', 'Interviewing', 'Recruitment', 'technical', 'Screening']",Posted 3 days ago
Wordpress Web Designer,Stepinside V-commerce,https://wuzzuf.net/jobs/p/IJNAnRPjz09U-Wordpress-Web-Designer-Stepinside-V-commerce-Giza-Egypt?o=29&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Web Design', 'WordPress', 'Computer Science', 'Information Technology (IT)']",Posted 3 days ago
Senior Flutter Co-Founder,,https://wuzzuf.net/jobs/p/Kx7FEXgJKp3s-Senior-Flutter-Co-Founder-Cairo-Egypt?o=30&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Startup', 'Information Technology (IT)', 'Telecommunication', 'Computer Science', 'Software Development', 'Software Engineering', 'Software', 'React', 'Native', 'javaScript', 'jQuery', 'IOS', 'Rxjs', 'Redux', 'Flux', 'Git', 'SVN', 'JSON', 'Flutter', 'Play Store', 'App Store', 'REST', 'UI', 'Java', 'HTTP', 'Programming', 'APIs']",Posted 3 days ago
Senior Oracle Developer,ICIS,https://wuzzuf.net/jobs/p/XZssNMzmPziD-Senior-Oracle-Developer-ICIS-Cairo-Egypt?o=31&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Information Technology (IT)', 'Engineering', 'Oracle developer', 'Oracle SQL', 'Oracle PL/SQL', 'ERP', 'Oracle Developer', 'Software Development', 'Oracle Forms', 'Oracle Reports', 'Communication skills', 'Software Engineering', 'Database', 'Development', 'Oracle']",Posted 3 days ago
Sr. Sales on-boarding specialist,Glamera,https://wuzzuf.net/jobs/p/9uH4EQI43taJ-Sr-Sales-on-boarding-specialist-Glamera-Cairo-Egypt?o=32&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Business Development', 'B2B', 'Sales', 'sales skills', 'SaaS', 'Sales software', 'KSA Market', 'Cold Calling', 'Microsoft Excel', 'CRM', 'Microsoft Word']",Posted 3 days ago
Big Data Engineer,Worex,https://wuzzuf.net/jobs/p/HUiaXki3DbgO-Big-Data-Engineer-Worex-Cairo-Egypt?o=33&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Big Data', 'Computer Engineering', 'Computer Science', 'Data', 'Engineering', 'Information Technology (IT)']",Posted 3 days ago
Senior Technical Support Engineer,FlairsTech,https://wuzzuf.net/jobs/p/fS7e5IUSkvUO-Senior-Technical-Support-Engineer-FlairsTech-Cairo-Egypt?o=34&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'computer', 'English', 'Information Technology (IT)', 'Engineering', 'Linux', 'networks', 'Software', 'SQL', 'technical', 'Technical Support']",Posted 3 days ago
E-Commerce Software Implementer,Emaxit,https://wuzzuf.net/jobs/p/A8inkBZlcd9s-E-Commerce-Software-Implementer-Emaxit-Giza-Egypt?o=35&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['E-Commerce', 'Magento', 'WordPress Development']",Posted 3 days ago
Software Tester,Worex,https://wuzzuf.net/jobs/p/uiQHjGvLcM59-Software-Tester-Worex-Cairo-Egypt?o=36&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['API', 'Information Technology (IT)', 'Software Testing', 'Quality Control', 'Software Development', 'Test Cases', 'Testing']",Posted 3 days ago
ITSM System Engineer,Worex,https://wuzzuf.net/jobs/p/Pz0vgyZbmG6j-ITSM-System-Engineer-Worex-Cairo-Egypt?o=37&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Communication', 'Computer Engineering', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'Oracle', 'MySQL', 'Java', 'SQL', 'HTML']",Posted 3 days ago
ITOM Systems Engineer,Worex,https://wuzzuf.net/jobs/p/UyLYE8TplBhC-ITOM-Systems-Engineer-Worex-Cairo-Egypt?o=38&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Engineering', 'MySQL', 'Network Administration', 'Computer Science', 'Information Technology (IT)', 'Software', 'SQL', 'Engineering']",Posted 3 days ago
IT technical support engineer,Elhazek Construction,https://wuzzuf.net/jobs/p/xB7UW7ogVXay-IT-technical-support-engineer-Elhazek-Construction-Cairo-Egypt?o=39&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['computer', 'Computer Engineering', 'Information technology', 'Technical Support', 'Engineering', 'Computer Science', 'ITIL Foundation']",Posted 3 days ago
Junior Back End Web Developer 22005,Ditech Egypt,https://wuzzuf.net/jobs/p/caqy3GgzMSIN-Junior-Back-End-Web-Developer-22005-Ditech-Egypt-Cairo-Egypt?o=40&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['C#', 'ASP.NET', 'SQL', '.NET', 'MVC', 'Angular', 'Computer Science', 'Information Technology (IT)', 'Microsoft SQL Server', 'CSS', 'HTML', 'jQuery', 'ADO.NET', 'Software Development', 'JavaScript', 'UI', 'Web Development']",Posted 3 days ago
Senior Full Stack Developer 22005,Ditech Egypt,https://wuzzuf.net/jobs/p/aVCgoVptQqjs-Senior-Full-Stack-Developer-22005-Ditech-Egypt-Cairo-Egypt?o=41&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['C#', 'ASP.NET', 'SQL', '.NET', 'MVC', 'Angular', 'Computer Science', 'Information Technology (IT)', 'Microsoft SQL Server', 'CSS', 'HTML', 'jQuery', 'ADO.NET', 'Software Development', 'Full Stack', 'Bootstrap', 'Front end', 'front-end', 'JavaScript', 'MongoDB', 'MySQL']",Posted 3 days ago
Oracle Database Administrator,Easy System,https://wuzzuf.net/jobs/p/wy0FwhODaPhV-Oracle-Database-Administrator-Easy-System-Cairo-Egypt?o=42&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Oracle', 'Database', 'Linux', 'developer', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'Design', 'RMAN', 'DB Design', 'OCP', 'SQL', 'Database Development', 'RAC', 'ASM', 'Data Guard', 'Oracle Database', 'PL/SQL']",Posted 3 days ago
UI/UX Designer,Worex,https://wuzzuf.net/jobs/p/4QBVOWtGcBFo-UIUX-Designer-Worex-Cairo-Egypt?o=43&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['UI/UX', 'Design', 'UI', 'UX Design', 'UX']",Posted 3 days ago
Scrum Master,,https://wuzzuf.net/jobs/p/PLC6gA7LSLr2-Scrum-Master-Cairo-Egypt?o=44&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Scrum', 'Agile', 'ISTQB', 'Professional Scrum Master']",Posted 3 days ago
Senior React Native Developer - Remote,Squadio,https://wuzzuf.net/jobs/p/4Y49sDwwUwWr-Senior-React-Native-Developer---Remote-Squadio-Cairo-Egypt?o=45&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Mobile', 'React Native', 'mobile applications', 'Native', 'App Store', 'Computer Science', 'Git', 'Information Technology (IT)', 'Integration', 'React', 'Software Development', 'Version Control', 'Sentry']",Posted 3 days ago
Software Developer (.Net),Worex,https://wuzzuf.net/jobs/p/8BSf6mTmGwyB-Software-Developer-Net-Worex-Cairo-Egypt?o=46&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Engineering', '.Net', 'Computer Science', 'Software Engineering', 'Software Development']",Posted 3 days ago
Senior Odoo ERP Consultant \ implementer,Odoo Challengers,https://wuzzuf.net/jobs/p/rk8BNn3ikAmk-Senior-Odoo-ERP-Consultant-implementer-Odoo-Challengers-Cairo-Egypt?o=47&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['ERP', 'Information Technology (IT)']",Posted 3 days ago
Full Stack Developer,Worex,https://wuzzuf.net/jobs/p/zGBjxTXyYHUC-Full-Stack-Developer-Worex-Cairo-Egypt?o=48&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Engineering', 'Engineering', 'Computer Science', 'JavaScript', 'Information Technology (IT)', 'HTML5', 'Software Development']",Posted 3 days ago
Security Engineer,Bevatel,https://wuzzuf.net/jobs/p/cQJ7XIiVw4o4-Security-Engineer-Bevatel-Giza-Egypt?o=49&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Cybersecurity', 'Information Technology (IT)', 'Computer Science', 'ISO 27001']",Posted 3 days ago
IXL Software Developer,Alstom,https://wuzzuf.net/jobs/p/PcsLkmMF9WKR-IXL-Software-Developer-Alstom-Cairo-Egypt?o=50&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Software']",Posted 3 days ago
IXL Outdoor Leader,Alstom,https://wuzzuf.net/jobs/p/aPLdfOHuQnAe-IXL-Outdoor-Leader-Alstom-Cairo-Egypt?o=51&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Metro', 'Construction']",Posted 3 days ago
"Full Stack Developer (.NET core , Angular 8+)",Smart IT,https://wuzzuf.net/jobs/p/penCLgvTR6PN-Full-Stack-Developer-NET-core-Angular-8-Smart-IT-Cairo-Egypt?o=52&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'Software Development', 'Software Engineering', 'OOP', 'ASP.NET', 'C#.Net', 'ADO.NET', 'SQL', 'MySQL', 'javaScript', 'Query', 'HTML', 'CSS', 'jQuery', 'Angular', 'MSSQL', 'OOAD', '.NET', 'MVC', 'C#', 'HTML5', 'Computer Science', 'Computer Engineering', 'AngularJS', 'Angular4', 'Angular2', 'Angular 8', '.NET 4.5', 'Engineering', 'Angular 8+', 'ASP.NET Core', '3/N-Tier Architecture']",Posted 3 days ago
System Architect / Software Developer,Smart IT,https://wuzzuf.net/jobs/p/O8MlNnNHvfny-System-Architect-Software-Developer-Smart-IT-Cairo-Egypt?o=53&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'CSS', 'jQuery', 'Software Development', 'Software', 'Information Technology (IT)', 'Web Development', 'SQL', 'Software Engineering', 'HTML', 'Design', '.Net', 'XML', 'jQuery UI', 'Angular', 'ASP.NET Core', 'Agile Software Development', 'Computer Engineering', 'System Architecture', 'Software Developer', 'Agile', 'Software Design', 'C#', 'ASP.Net', 'systems designer', 'Angular 8+', 'Object Oriented Programming', 'Architectural Patterns', 'Clean Architecture)', 'WCF', 'Software Development Life Cycle', 'Agile Methodologies', 'Algorithms']",Posted 3 days ago
Senior ICC (Integrated Control Center) Application Engineer,Alstom,https://wuzzuf.net/jobs/p/sN4lfuxyiqcy-Senior-ICC-Integrated-Control-Center-Application-Engineer-Alstom-Cairo-Egypt?o=54&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['SCADA', 'PLC Scada', 'C++', 'C#', 'ATSM', 'ICC', 'Application Engineering']",Posted 3 days ago
Junior .NET Developer - Outsourced Contract,Prometeon Tyres Group – Egypt (Ex-Pirelli Tyres Egypt),https://wuzzuf.net/jobs/p/f75xV5z4UGUB-Junior-NET-Developer---Outsourced-Contract-Prometeon-Tyres-Group-%E2%80%93-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt?o=55&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['ASP.Net', 'MVC', 'HTML5', 'CSS3', 'SQL', 'Software Development', 'Computer Science', 'Engineering', '.Net', 'Programming', 'MIS']",Posted 3 days ago
Senior Software Tester - Cairo,ITS,https://wuzzuf.net/jobs/p/2VcgdZdRqv0l-Senior-Software-Tester---Cairo-ITS-Cairo-Egypt?o=56&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['APIs', 'Automation', 'Banking', 'Computer Science', 'Information Technology (IT)', 'Software Testing', 'Testing']",Posted 3 days ago
Senior React Native Developer,TRIMETIS,https://wuzzuf.net/jobs/p/YFx2xYNKXdNQ-Senior-React-Native-Developer-TRIMETIS-Cairo-Egypt?o=57&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['React', 'Native', 'JavaScript', 'Computer Science', 'Information Technology (IT)', 'Rest APIs', 'Software Development', 'REST', 'APIs']",Posted 3 days ago
Odoo Developer,Homesde,https://wuzzuf.net/jobs/p/3gK9v23RTwon-Odoo-Developer-Homesde-Cairo-Egypt?o=58&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Odoo', 'Odoo Development', 'Odoo ERP', 'HTML', 'JavaScript', 'Software Development']",Posted 4 days ago
Software Test Engineer,Auto Service,https://wuzzuf.net/jobs/p/rGoBKHIgCbYq-Software-Test-Engineer-Auto-Service-Cairo-Egypt?o=59&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Software Engineering', 'Software Tester', 'Tester', 'Computer Science', 'Software Development', 'Agile', 'Information Technology (IT)', 'Scrum']",Posted 4 days ago
Front End Developer (React Js ),Worex,https://wuzzuf.net/jobs/p/HX8VKblt3TFY-Front-End-Developer-React-Js-Worex-Cairo-Egypt?o=60&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Information Technology (IT)', 'SDLC', 'Software', 'React js', 'Front-End Development', 'HTML', 'CSS3', 'JavaScript', 'jQuery', 'SQL']",Posted 4 days ago
System/Cloud Administrator,Softec Technologies,https://wuzzuf.net/jobs/p/xInI3f7zj09P-SystemCloud-Administrator-Softec-Technologies-Cairo-Egypt?o=61&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Administration', 'Cloud', 'Azure', 'Information Technology (IT)', 'System Administration', 'Configuration', 'Engineering', 'Office360']",Posted 4 days ago
Mobile App -React Native Developer,Systems Limited,https://wuzzuf.net/jobs/p/3jRryFu2jtaY-Mobile-App--React-Native-Developer-Systems-Limited-Giza-Egypt?o=62&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['React Native', 'HTML', 'CSS', 'Git', 'Information Technology (IT)', 'Software Development', 'React', 'JSON', 'JavaScript', 'Android', 'iOS', 'rxjs', 'SDK', 'React js', 'REST']",Posted 4 days ago
Senior Software Quality Control Engineer,Softec Technologies,https://wuzzuf.net/jobs/p/HAfeBcpqbwSj-Senior-Software-Quality-Control-Engineer-Softec-Technologies-Cairo-Egypt?o=63&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'Testing', 'Software Testing', 'Quality Control', 'MTM', 'SQL', 'Automation', 'Security', 'Software Development', 'SQL Scripting', 'Performance', 'Engineering', 'Software Engineering', 'Quality Assurance', 'Quality', 'Quality Engineer', 'Computer Science', 'English']",Posted 4 days ago
Senior Software Tester,Our Education,https://wuzzuf.net/jobs/p/nLo56XyJUHf4-Senior-Software-Tester-Our-Education-Cairo-Egypt?o=64&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Computer Science', 'Test Automation', 'Engineering', 'Information Technology (IT)', 'Software Testing', 'Quality Control', 'Selenium', 'Quality', 'Automation', 'Appium', 'Agile', 'QA', 'API', 'Computer Engineering', 'Testing', 'Software Development', 'Software Engineering']",Posted 4 days ago
Senior React Native Developer,Our Education,https://wuzzuf.net/jobs/p/d5VlLIMNVvhi-Senior-React-Native-Developer-Our-Education-Cairo-Egypt?o=65&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['Information Technology (IT)', 'Software Development', 'javaScript', 'React Native', 'Android', 'React', 'Computer Science', 'Design', 'APIs', 'Agile', 'Git', 'REST', 'Jira']",Posted 4 days ago
Next.js Developer,Brandimic,https://wuzzuf.net/jobs/p/yLHhSL8PKiZy-Nextjs-Developer-Brandimic-Monufya-Egypt?o=66&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['HTML5', 'CSS3', 'JavaScript', 'Typescript', 'ECMAScript', 'React.js', 'JSON', 'REST', 'API', 'Git']",Posted 4 days ago
Senior UX Designer,Arabian Systems,https://wuzzuf.net/jobs/p/RUSvTZ65H2rJ-Senior-UX-Designer-Arabian-Systems-Cairo-Egypt?o=67&l=bp&t=bj&bpv=np&a=IT-Software-Development-Jobs-in-Egypt,"['UX Design', 'UX', 'Art', 'Visual Design', 'Design', 'Information Technology (IT)', 'Computer Science']",Posted 4 days ago
